level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
5,16,15,3,1,10,437,573,27,21,96.924095,be
5,16,15,3,1,11,477,573,41,21,96.714661,null
3,16,15,4,0,0,98,610,504,28,-1,
4,16,15,4,1,0,98,610,504,28,-1,
5,16,15,4,1,1,98,610,12,22,88.190514,1
5,16,15,4,1,2,121,606,12,36,88.190514,|
5,16,15,4,1,3,149,611,26,21,95.969383,ID
5,16,15,4,1,4,189,612,16,20,95.559319,is
5,16,15,4,1,5,223,618,5,14,95.559319,a
5,16,15,4,1,6,243,611,36,21,92.901848,PK
5,16,15,4,1,7,291,624,8,2,91.925049,-
5,16,15,4,1,8,313,612,15,20,96.871048,it
5,16,15,4,1,9,340,615,84,17,96.744186,cannot
5,16,15,4,1,10,437,611,27,21,96.990822,be
5,16,15,4,1,11,476,611,126,27,96.614716,duplicated
2,16,16,0,0,0,128,415,3,229,-1,
3,16,16,1,0,0,128,415,3,229,-1,
4,16,16,1,1,0,128,415,3,229,-1,
5,16,16,1,1,1,128,415,3,229,95.000000, 
2,16,17,0,0,0,81,664,633,31,-1,
3,16,17,1,0,0,81,664,633,31,-1,
4,16,17,1,1,0,81,664,633,31,-1,
5,16,17,1,1,1,81,664,31,31,96.221695,(In
5,16,17,1,1,2,126,666,25,21,96.461769,all
5,16,17,1,1,3,164,666,64,21,96.461769,these
5,16,17,1,1,4,240,666,112,27,96.742523,examples
5,16,17,1,1,5,364,666,33,21,95.506783,for
5,16,17,1,1,6,410,666,63,21,92.016113,“PK”
5,16,17,1,1,7,489,666,49,21,96.710770,read
5,16,17,1,1,8,553,666,50,21,93.804665,“PK
5,16,17,1,1,9,616,673,23,14,96.540222,or
5,16,17,1,1,10,652,664,62,31,93.915924,CK”)
2,16,18,0,0,0,892,0,116,110,-1,
3,16,18,1,0,0,892,0,116,110,-1,
4,16,18,1,1,0,892,0,116,110,-1,
5,16,18,1,1,1,892,0,116,110,95.000000, 
2,16,19,0,0,0,942,735,47,11,-1,
3,16,19,1,0,0,942,735,47,11,-1,
4,16,19,1,1,0,942,735,47,11,-1,
5,16,19,1,1,1,942,735,15,11,88.069038,16
5,16,19,1,1,2,963,727,8,28,88.069038,/
5,16,19,1,1,3,974,735,15,11,96.150009,24
1,17,0,0,0,0,0,0,1008,756,-1,
2,17,1,0,0,0,892,0,116,110,-1,
3,17,1,1,0,0,892,0,116,110,-1,
4,17,1,1,1,0,892,0,116,110,-1,
5,17,1,1,1,1,892,0,116,110,95.000000, 
2,17,2,0,0,0,92,227,238,2,-1,
3,17,2,1,0,0,92,227,238,2,-1,
4,17,2,1,1,0,92,227,238,2,-1,
5,17,2,1,1,1,92,227,238,2,95.000000, 
2,17,3,0,0,0,677,227,238,2,-1,
3,17,3,1,0,0,677,227,238,2,-1,
4,17,3,1,1,0,677,227,238,2,-1,
5,17,3,1,1,1,677,227,238,2,95.000000, 
2,17,4,0,0,0,161,247,110,22,-1,
3,17,4,1,0,0,161,247,110,22,-1,
4,17,4,1,1,0,161,247,110,22,-1,
5,17,4,1,1,1,161,247,110,22,96.366920,Student
2,17,5,0,0,0,328,257,351,2,-1,
3,17,5,1,0,0,328,257,351,2,-1,
4,17,5,1,1,0,328,257,351,2,-1,
5,17,5,1,1,1,328,257,351,2,95.000000, 
2,17,6,0,0,0,745,247,104,22,-1,
3,17,6,1,0,0,745,247,104,22,-1,
4,17,6,1,1,0,745,247,104,22,-1,
5,17,6,1,1,1,745,247,104,22,95.425926,Module
2,17,7,0,0,0,92,227,2,61,-1,
3,17,7,1,0,0,92,227,2,61,-1,
4,17,7,1,1,0,92,227,2,61,-1,
5,17,7,1,1,1,92,227,2,61,95.000000, 
2,17,8,0,0,0,328,227,2,61,-1,
3,17,8,1,0,0,328,227,2,61,-1,
4,17,8,1,1,0,328,227,2,61,-1,
5,17,8,1,1,1,328,227,2,61,95.000000, 
2,17,9,0,0,0,677,227,2,61,-1,
3,17,9,1,0,0,677,227,2,61,-1,
4,17,9,1,1,0,677,227,2,61,-1,
5,17,9,1,1,1,677,227,2,61,95.000000, 
2,17,10,0,0,0,913,227,2,61,-1,
3,17,10,1,0,0,913,227,2,61,-1,
4,17,10,1,1,0,913,227,2,61,-1,
5,17,10,1,1,1,913,227,2,61,95.000000, 
2,17,11,0,0,0,92,286,238,2,-1,
3,17,11,1,0,0,92,286,238,2,-1,
4,17,11,1,1,0,92,286,238,2,-1,
5,17,11,1,1,1,92,286,238,2,95.000000, 
2,17,12,0,0,0,677,286,238,2,-1,
3,17,12,1,0,0,677,286,238,2,-1,
4,17,12,1,1,0,677,286,238,2,-1,
5,17,12,1,1,1,677,286,238,2,95.000000, 
2,17,13,0,0,0,87,398,832,103,-1,
3,17,13,1,0,0,87,398,832,103,-1,
4,17,13,1,1,0,101,398,807,27,-1,
5,17,13,1,1,1,101,398,114,27,96.342026,Integrity
5,17,13,1,1,2,229,398,77,21,86.056534,Rules:
5,17,13,1,1,3,338,398,18,21,86.056534,A
5,17,13,1,1,4,368,398,92,21,93.634438,student
5,17,13,1,1,5,474,405,49,20,96.658585,may
5,17,13,1,1,6,534,398,52,21,96.485596,take
5,17,13,1,1,7,599,405,28,14,95.758469,no
5,17,13,1,1,8,640,398,107,25,95.758469,modules,
5,17,13,1,1,9,761,405,23,14,96.397675,or
5,17,13,1,1,10,797,405,48,20,96.324692,may
5,17,13,1,1,11,857,398,51,21,96.573761,take
4,17,13,1,2,0,87,436,832,27,-1,
5,17,13,1,2,1,87,443,42,14,96.682510,one
5,17,13,1,2,2,141,443,23,14,95.841690,or
5,17,13,1,2,3,177,443,59,14,95.841690,more
5,17,13,1,2,4,250,436,107,21,95.944397,modules.
5,17,13,1,2,5,374,436,18,21,96.678802,A
5,17,13,1,2,6,406,436,88,21,96.471756,module
5,17,13,1,2,7,508,443,48,20,96.471756,may
5,17,13,1,2,8,570,436,54,21,95.661720,have
5,17,13,1,2,9,637,443,28,14,95.661720,no
5,17,13,1,2,10,678,436,117,27,96.570946,registered
5,17,13,1,2,11,809,436,110,25,96.693939,students,
4,17,13,1,3,0,376,474,254,27,-1,
5,17,13,1,3,1,376,481,23,14,96.349312,or
5,17,13,1,3,2,412,481,49,20,96.751587,may
5,17,13,1,3,3,474,474,55,21,95.843842,have
5,17,13,1,3,4,540,474,90,21,96.166000,several.
2,17,14,0,0,0,82,525,842,67,-1,
3,17,14,1,0,0,82,525,842,67,-1,
4,17,14,1,1,0,108,525,791,27,-1,
5,17,14,1,1,1,108,525,48,21,95.893021,The
5,17,14,1,1,2,169,529,180,23,96.265686,many-to-many
5,17,14,1,1,3,362,525,141,27,96.091965,relationship
5,17,14,1,1,4,517,525,104,21,96.344185,becomes
5,17,14,1,1,5,634,532,11,14,96.878731,a
5,17,14,1,1,6,659,532,47,14,96.656609,new
5,17,14,1,1,7,719,525,90,21,96.547424,relation
5,17,14,1,1,8,822,525,52,21,96.235374,with
5,17,14,1,1,9,888,532,11,14,96.980957,a
4,17,14,1,2,0,82,561,842,31,-1,
5,17,14,1,2,1,82,564,126,26,96.665314,composite
5,17,14,1,2,2,221,563,38,27,96.964211,key
5,17,14,1,2,3,273,561,48,31,96.349998,(the
5,17,14,1,2,4,335,563,63,21,96.920349,takes
5,17,14,1,2,5,409,563,142,27,96.615829,relationship
5,17,14,1,2,6,564,563,105,21,96.502724,becomes
5,17,14,1,2,7,680,563,39,21,96.587654,the
5,17,14,1,2,8,731,563,70,21,96.587654,Takes
5,17,14,1,2,9,814,561,110,31,95.913773,relation).
2,17,15,0,0,0,671,632,256,31,-1,
3,17,15,1,0,0,671,632,256,31,-1,
4,17,15,1,1,0,671,632,256,31,-1,
5,17,15,1,1,1,671,632,256,31,0.000000,(StudentModule.sq|)
2,17,16,0,0,0,942,735,47,11,-1,
3,17,16,1,0,0,942,735,47,11,-1,
4,17,16,1,1,0,942,735,47,11,-1,
5,17,16,1,1,1,942,735,15,11,76.099747,17
5,17,16,1,1,2,974,735,15,11,70.934120,/24
1,18,0,0,0,0,0,0,1008,756,-1,
2,18,1,0,0,0,0,0,1008,154,-1,
3,18,1,1,0,0,0,0,1008,154,-1,
4,18,1,1,1,0,0,0,1008,154,-1,
5,18,1,1,1,1,0,0,1008,154,95.000000, 
2,18,2,0,0,0,79,198,572,102,-1,
3,18,2,1,0,0,79,198,572,102,-1,
4,18,2,1,1,0,79,198,292,23,-1,
5,18,2,1,1,1,79,199,84,16,95.474617,CREATE
5,18,2,1,1,2,177,200,71,15,95.474617,TABLE
5,18,2,1,1,3,266,198,105,23,2.090637,Student
5,18,2,1,1,4,360,188,13,38,2.090637,(
4,18,2,1,2,0,195,224,456,23,-1,
5,18,2,1,2,1,195,226,119,15,84.460732,studentID
5,18,2,1,2,2,332,224,137,23,87.400986,VARCHAR(5)
5,18,2,1,2,3,489,226,98,15,96.476189,PRIMARY
5,18,2,1,2,4,602,226,49,18,96.839645,KEY,
4,18,2,1,3,0,196,250,301,23,-1,
5,18,2,1,3,1,196,251,118,16,91.310997,firstname
5,18,2,1,3,2,332,250,165,23,73.145592,VARCHAR(50)
5,18,2,1,3,3,489,240,11,38,92.271706,,
4,18,2,1,4,0,194,277,288,23,-1,
5,18,2,1,4,1,194,284,94,10,92.620605,surname
5,18,2,1,4,2,303,277,179,23,75.533829,VARCHAR(50));
2,18,3,0,0,0,79,329,474,102,-1,
3,18,3,1,0,0,79,329,474,102,-1,
4,18,3,1,1,0,79,329,278,23,-1,
5,18,3,1,1,1,79,330,84,16,96.148392,CREATE
5,18,3,1,1,2,177,331,71,15,93.096909,TABLE
5,18,3,1,1,3,266,329,91,23,90.493927,Module(
4,18,3,1,2,0,197,356,356,23,-1,
5,18,3,1,2,1,197,358,18,15,89.283127,id
5,18,3,1,2,2,233,356,137,23,89.283127,VARCHAR(7)
5,18,3,1,2,3,390,358,98,15,96.643433,PRIMARY
5,18,3,1,2,4,503,358,50,18,96.506676,KEY,
4,18,3,1,3,0,197,382,244,23,-1,
5,18,3,1,3,1,197,384,59,15,92.938637,title
5,18,3,1,3,2,275,382,166,23,86.494461,VARCHAR(50)
5,18,3,1,3,3,433,372,11,38,86.494461,,
4,18,3,1,4,0,193,408,261,23,-1,
5,18,3,1,4,1,193,408,134,23,78.993347,UNIQUE(id,
5,18,3,1,4,2,352,408,102,23,92.427109,title));
2,18,4,0,0,0,79,462,588,153,-1,
3,18,4,1,0,0,79,462,588,153,-1,
4,18,4,1,1,0,79,462,251,16,-1,
5,18,4,1,1,1,79,462,84,16,96.583458,CREATE
5,18,4,1,1,2,177,463,71,15,96.849350,TABLE
5,18,4,1,1,3,265,463,65,15,96.622627,Takes
4,18,4,1,2,0,195,487,232,23,-1,
5,18,4,1,2,1,195,489,77,15,77.285812,studID
5,18,4,1,2,2,289,487,138,23,84.791878,VARCHAR(5)
4,18,4,1,3,0,250,513,417,23,-1,
5,18,4,1,3,1,250,514,138,17,93.085548,REFERENCES
5,18,4,1,3,2,407,513,260,23,86.893021,Student(studentID),
4,18,4,1,4,0,194,540,218,23,-1,
5,18,4,1,4,1,194,542,66,15,78.541626,modID
5,18,4,1,4,2,275,540,137,23,78.541626,VARCHAR(7)
4,18,4,1,5,0,250,566,304,23,-1,
5,18,4,1,5,1,250,567,138,17,93.193298,REFERENCES
5,18,4,1,5,2,407,566,147,23,84.889778,Module(id),
4,18,4,1,6,0,192,592,362,23,-1,
5,18,4,1,6,1,192,594,99,15,96.834793,PRIMARY
5,18,4,1,6,2,305,594,42,15,93.179672,KEY
5,18,4,1,6,3,365,592,88,23,86.276085,(studID
5,18,4,1,6,4,466,607,2,5,55.469872,,
5,18,4,1,6,5,476,592,78,23,55.469872,modID)
2,18,5,0,0,0,182,618,18,23,-1,
3,18,5,1,0,0,182,618,18,23,-1,
4,18,5,1,1,0,182,618,18,23,-1,
5,18,5,1,1,1,182,618,18,23,31.800125,Ne
2,18,6,0,0,0,621,681,306,31,-1,
3,18,6,1,0,0,621,681,306,31,-1,
4,18,6,1,1,0,621,681,306,31,-1,
5,18,6,1,1,1,621,681,306,31,13.339294,(80_StudentModule.sq!)
2,18,7,0,0,0,942,735,47,11,-1,
3,18,7,1,0,0,942,735,47,11,-1,
4,18,7,1,1,0,942,735,47,11,-1,
5,18,7,1,1,1,942,735,15,11,84.825218,18
5,18,7,1,1,2,963,727,8,28,51.170902,/
5,18,7,1,1,3,974,735,15,11,51.170902,24
1,19,0,0,0,0,0,0,1008,756,-1,
2,19,1,0,0,0,92,170,238,4,-1,
3,19,1,1,0,0,92,170,238,4,-1,
4,19,1,1,1,0,92,170,238,4,-1,
5,19,1,1,1,1,92,170,238,4,95.000000, 
2,19,2,0,0,0,92,171,2,61,-1,
3,19,2,1,0,0,92,171,2,61,-1,
4,19,2,1,1,0,92,171,2,61,-1,
5,19,2,1,1,1,92,171,2,61,95.000000, 
2,19,3,0,0,0,677,170,238,4,-1,
3,19,3,1,0,0,677,170,238,4,-1,
4,19,3,1,1,0,677,170,238,4,-1,
5,19,3,1,1,1,677,170,238,4,95.000000, 
2,19,4,0,0,0,328,200,351,4,-1,
3,19,4,1,0,0,328,200,351,4,-1,
4,19,4,1,1,0,328,200,351,4,-1,
5,19,4,1,1,1,328,200,351,4,95.000000, 
2,19,5,0,0,0,328,171,2,61,-1,
3,19,5,1,0,0,328,171,2,61,-1,
4,19,5,1,1,0,328,171,2,61,-1,
5,19,5,1,1,1,328,171,2,61,95.000000, 
2,19,6,0,0,0,677,171,2,61,-1,
3,19,6,1,0,0,677,171,2,61,-1,
4,19,6,1,1,0,677,171,2,61,-1,
5,19,6,1,1,1,677,171,2,61,95.000000, 
2,19,7,0,0,0,92,229,238,4,-1,
3,19,7,1,0,0,92,229,238,4,-1,
4,19,7,1,1,0,92,229,238,4,-1,
5,19,7,1,1,1,92,229,238,4,95.000000, 
2,19,8,0,0,0,161,148,688,107,-1,
3,19,8,1,0,0,161,148,688,107,-1,
4,19,8,1,1,0,161,148,688,107,-1,
5,19,8,1,1,1,161,191,110,22,96.366920,Student
5,19,8,1,1,2,337,182,28,14,45.842079,2."
5,19,8,1,1,3,449,148,103,107,39.952488,<>
5,19,8,1,1,4,642,180,28,15,74.964027,=
5,19,8,1,1,5,745,191,104,22,95.425926,Module
2,19,9,0,0,0,913,171,2,61,-1,
3,19,9,1,0,0,913,171,2,61,-1,
4,19,9,1,1,0,913,171,2,61,-1,
5,19,9,1,1,1,913,171,2,61,95.000000, 
2,19,10,0,0,0,677,229,238,4,-1,
3,19,10,1,0,0,677,229,238,4,-1,
4,19,10,1,1,0,677,229,238,4,-1,
5,19,10,1,1,1,677,229,238,4,95.000000, 
2,19,11,0,0,0,80,304,356,27,-1,
3,19,11,1,0,0,80,304,356,27,-1,
4,19,11,1,1,0,80,304,356,27,-1,
5,19,11,1,1,1,80,304,133,27,92.638756,Cardinality
5,19,11,1,1,2,226,304,210,27,96.308250,implementations:
2,19,12,0,0,0,79,436,807,8,-1,
3,19,12,1,0,0,79,436,807,8,-1,
4,19,12,1,1,0,79,436,807,8,-1,
5,19,12,1,1,1,79,436,807,8,95.000000, 
2,19,13,0,0,0,79,513,807,7,-1,
3,19,13,1,0,0,79,513,807,7,-1,
4,19,13,1,1,0,79,513,807,7,-1,
5,19,13,1,1,1,79,513,807,7,95.000000, 
2,19,14,0,0,0,78,589,808,7,-1,
3,19,14,1,0,0,78,589,808,7,-1,
4,19,14,1,1,0,78,589,808,7,-1,
5,19,14,1,1,1,78,589,808,7,95.000000, 
2,19,15,0,0,0,96,368,772,242,-1,
3,19,15,1,0,0,96,368,772,66,-1,
4,19,15,1,1,0,96,368,772,28,-1,
5,19,15,1,1,1,96,368,15,23,76.256088,0
5,19,15,1,1,2,122,364,14,37,76.256088,|
5,19,15,1,1,3,147,369,72,21,95.681671,There
5,19,15,1,1,4,234,369,54,21,96.343887,need
5,19,15,1,1,5,305,369,26,21,95.737984,be
5,19,15,1,1,6,347,376,27,14,95.737984,no
5,19,15,1,1,7,387,369,64,21,95.777885,takes
5,19,15,1,1,8,466,369,73,21,96.444412,record
5,19,15,1,1,9,554,369,52,21,96.910049,with
5,19,15,1,1,10,622,376,10,14,96.284958,a
5,19,15,1,1,11,649,369,115,27,96.480911,particular
5,19,15,1,1,12,779,369,89,21,96.662163,module
4,19,15,1,2,0,149,407,138,27,-1,
5,19,15,1,2,1,149,407,36,21,96.796890,PK
5,19,15,1,2,2,199,407,88,27,96.470001,planted
3,19,15,2,0,0,97,443,771,67,-1,
4,19,15,2,1,0,97,443,771,29,-1,
5,19,15,2,1,1,97,443,13,14,90.357849,*
5,19,15,2,1,2,123,439,14,37,83.386581,|
5,19,15,2,1,3,147,445,72,21,96.461975,There
5,19,15,2,1,4,229,452,40,14,96.488808,can
5,19,15,2,1,5,282,445,27,21,96.488808,be
5,19,15,2,1,6,320,452,66,20,96.441589,many
5,19,15,2,1,7,395,445,63,21,96.214066,takes
5,19,15,2,1,8,470,445,86,21,96.982391,records
5,19,15,2,1,9,565,445,52,21,96.819733,with
5,19,15,2,1,10,629,452,11,14,96.854858,a
5,19,15,2,1,11,653,445,115,27,96.211166,particular
5,19,15,2,1,12,779,445,89,21,96.175087,module
4,19,15,2,2,0,149,483,138,27,-1,
5,19,15,2,2,1,149,483,36,21,96.796890,PK
5,19,15,2,2,2,199,483,88,27,96.470001,planted
3,19,15,3,0,0,96,521,772,65,-1,
4,19,15,3,1,0,96,521,772,28,-1,
5,19,15,3,1,1,96,521,15,23,74.970139,0
5,19,15,3,1,2,122,517,14,37,74.970139,|
5,19,15,3,1,3,147,522,72,21,96.319984,There
5,19,15,3,1,4,234,522,53,21,96.319984,need
5,19,15,3,1,5,304,522,27,21,96.860565,be
5,19,15,3,1,6,346,529,28,14,95.850494,no
5,19,15,3,1,7,387,522,63,21,96.461128,takes
5,19,15,3,1,8,465,522,73,21,96.540298,record
5,19,15,3,1,9,553,522,51,21,96.329895,with
5,19,15,3,1,10,620,529,11,14,96.919472,a
5,19,15,3,1,11,647,522,116,27,96.787933,particular
5,19,15,3,1,12,776,522,92,21,96.523796,student
4,19,15,3,2,0,149,559,138,27,-1,
5,19,15,3,2,1,149,559,36,21,96.796890,PK
5,19,15,3,2,2,199,559,88,27,96.470001,planted
3,19,15,4,0,0,97,596,13,14,-1,
4,19,15,4,1,0,97,596,13,14,-1,
5,19,15,4,1,1,97,596,13,14,90.726685,*
2,19,16,0,0,0,128,364,3,305,-1,
3,19,16,1,0,0,128,364,3,305,-1,
4,19,16,1,1,0,128,364,3,305,-1,
5,19,16,1,1,1,128,364,3,305,95.000000, 
2,19,17,0,0,0,147,598,721,65,-1,
3,19,17,1,0,0,147,598,721,65,-1,
4,19,17,1,1,0,147,598,721,27,-1,
5,19,17,1,1,1,147,598,72,21,95.737244,There
5,19,17,1,1,2,229,605,40,14,95.737244,can
5,19,17,1,1,3,282,598,27,21,96.641731,be
5,19,17,1,1,4,320,605,65,20,95.992149,many
5,19,17,1,1,5,394,598,64,21,96.109154,takes
5,19,17,1,1,6,469,598,86,21,96.152672,records
5,19,17,1,1,7,564,598,52,21,96.994865,with
5,19,17,1,1,8,628,605,11,14,96.926323,a
5,19,17,1,1,9,651,598,116,27,96.926323,particular
5,19,17,1,1,10,776,598,92,21,96.328354,student
4,19,17,1,2,0,149,636,138,27,-1,
5,19,17,1,2,1,149,636,36,21,96.796890,PK
5,19,17,1,2,2,199,636,88,27,96.470001,planted
2,19,18,0,0,0,79,701,724,21,-1,
3,19,18,1,0,0,79,701,724,21,-1,
4,19,18,1,1,0,79,701,724,21,-1,
5,19,18,1,1,1,79,701,92,21,96.756668,student
5,19,18,1,1,2,184,705,83,17,96.449303,cannot
5,19,18,1,1,3,279,701,51,21,96.568565,take
5,19,18,1,1,4,342,701,38,21,96.400955,the
5,19,18,1,1,5,392,708,62,14,95.994598,same
5,19,18,1,1,6,468,701,88,21,96.760101,module
5,19,18,1,1,7,568,702,70,20,96.601723,twice:
5,19,18,1,1,8,657,701,36,21,96.951111,PK
5,19,18,1,1,9,706,701,25,21,96.340927,of
5,19,18,1,1,10,740,701,63,21,96.501900,takes
2,19,19,0,0,0,892,0,116,110,-1,
3,19,19,1,0,0,892,0,116,110,-1,
4,19,19,1,1,0,892,0,116,110,-1,
5,19,19,1,1,1,892,0,116,110,95.000000, 
2,19,20,0,0,0,942,735,47,11,-1,
3,19,20,1,0,0,942,735,47,11,-1,
4,19,20,1,1,0,942,735,47,11,-1,
5,19,20,1,1,1,942,735,15,11,91.337006,19
5,19,20,1,1,2,963,727,8,28,46.447929,/
5,19,20,1,1,3,974,735,15,11,46.447929,24
1,20,0,0,0,0,0,0,1008,756,-1,
2,20,1,0,0,0,92,260,238,2,-1,
3,20,1,1,0,0,92,260,238,2,-1,
4,20,1,1,1,0,92,260,238,2,-1,
5,20,1,1,1,1,92,260,238,2,95.000000, 
2,20,2,0,0,0,92,260,2,61,-1,
3,20,2,1,0,0,92,260,2,61,-1,
4,20,2,1,1,0,92,260,2,61,-1,
5,20,2,1,1,1,92,260,2,61,95.000000, 
2,20,3,0,0,0,157,280,119,27,-1,
3,20,3,1,0,0,157,280,119,27,-1,
4,20,3,1,1,0,157,280,119,27,-1,
5,20,3,1,1,1,157,280,119,27,96.575455,Sponsor
2,20,4,0,0,0,892,0,116,110,-1,
3,20,4,1,0,0,892,0,116,110,-1,
4,20,4,1,1,0,892,0,116,110,-1,
5,20,4,1,1,1,892,0,116,110,95.000000, 
2,20,5,0,0,0,677,260,239,2,-1,
3,20,5,1,0,0,677,260,239,2,-1,
4,20,5,1,1,0,677,260,239,2,-1,
5,20,5,1,1,1,677,260,239,2,95.000000, 
2,20,6,0,0,0,328,290,351,2,-1,
3,20,6,1,0,0,328,290,351,2,-1,
4,20,6,1,1,0,328,290,351,2,-1,
5,20,6,1,1,1,328,290,351,2,95.000000, 
2,20,7,0,0,0,328,260,2,61,-1,
3,20,7,1,0,0,328,260,2,61,-1,
4,20,7,1,1,0,328,260,2,61,-1,
5,20,7,1,1,1,328,260,2,61,95.000000, 
2,20,8,0,0,0,92,319,238,2,-1,
3,20,8,1,0,0,92,319,238,2,-1,
4,20,8,1,1,0,92,319,238,2,-1,
5,20,8,1,1,1,92,319,238,2,95.000000, 
2,20,9,0,0,0,105,431,206,27,-1,
3,20,9,1,0,0,105,431,206,27,-1,
4,20,9,1,1,0,105,431,206,27,-1,
5,20,9,1,1,1,105,431,114,27,96.555672,Integrity
5,20,9,1,1,2,233,431,78,21,96.555672,Rules:
2,20,10,0,0,0,467,287,71,14,-1,
3,20,10,1,0,0,467,287,71,14,-1,
4,20,10,1,1,0,467,287,71,14,-1,
5,20,10,1,1,1,467,287,71,14,95.521812,sponsors
2,20,11,0,0,0,741,280,111,22,-1,
3,20,11,1,0,0,741,280,111,22,-1,
4,20,11,1,1,0,741,280,111,22,-1,
5,20,11,1,1,1,741,280,111,22,96.465210,Student
2,20,12,0,0,0,677,260,2,61,-1,
3,20,12,1,0,0,677,260,2,61,-1,
4,20,12,1,1,0,677,260,2,61,-1,
5,20,12,1,1,1,677,260,2,61,95.000000, 
2,20,13,0,0,0,914,260,2,61,-1,
3,20,13,1,0,0,914,260,2,61,-1,
4,20,13,1,1,0,914,260,2,61,-1,
5,20,13,1,1,1,914,260,2,61,95.000000, 
2,20,14,0,0,0,677,319,239,2,-1,
3,20,14,1,0,0,677,319,239,2,-1,
4,20,14,1,1,0,677,319,239,2,-1,
5,20,14,1,1,1,677,319,239,2,95.000000, 
2,20,15,0,0,0,176,431,728,64,-1,
3,20,15,1,0,0,176,431,728,64,-1,
4,20,15,1,1,0,343,431,561,27,-1,
5,20,15,1,1,1,343,431,18,21,96.392418,A
5,20,15,1,1,2,373,431,92,21,96.392418,student
5,20,15,1,1,3,478,438,49,20,96.593124,may
5,20,15,1,1,4,540,431,55,21,96.322792,have
5,20,15,1,1,5,607,435,23,17,96.771957,at
5,20,15,1,1,6,644,435,58,17,96.747398,most
5,20,15,1,1,7,714,438,43,14,96.908531,one
5,20,15,1,1,8,768,438,100,20,95.947342,sponsor.
5,20,15,1,1,9,886,431,18,21,96.461365,A
4,20,15,1,2,0,176,468,654,27,-1,
5,20,15,1,2,1,176,475,94,20,96.486107,sponsor
5,20,15,1,2,2,283,475,48,20,96.303200,may
5,20,15,1,2,3,345,468,54,21,96.848396,have
5,20,15,1,2,4,412,475,28,14,96.228279,no
5,20,15,1,2,5,452,468,110,25,96.725990,students,
5,20,15,1,2,6,576,475,23,14,96.069313,or
5,20,15,1,2,7,612,475,49,20,96.637466,may
5,20,15,1,2,8,674,468,54,21,96.914520,have
5,20,15,1,2,9,740,468,90,21,95.880447,several.
2,20,16,0,0,0,178,520,651,27,-1,
3,20,16,1,0,0,178,520,651,27,-1,
4,20,16,1,1,0,178,520,651,27,-1,
5,20,16,1,1,1,178,520,79,21,96.641235,Create
5,20,16,1,1,2,270,527,10,14,96.667755,a
5,20,16,1,1,3,295,527,47,14,96.843208,new
5,20,16,1,1,4,355,520,90,21,96.821701,relation
5,20,16,1,1,5,458,520,52,21,96.504486,with
5,20,16,1,1,6,523,527,62,14,95.729065,same
5,20,16,1,1,7,598,520,38,27,95.729065,key
5,20,16,1,1,8,649,527,24,14,96.503456,as
5,20,16,1,1,9,686,520,80,27,96.437523,‘many’
5,20,16,1,1,10,780,520,49,21,96.272766,end.
2,20,17,0,0,0,679,586,239,28,-1,
3,20,17,1,0,0,679,586,239,28,-1,
4,20,17,1,1,0,679,586,239,28,-1,
5,20,17,1,1,1,679,586,239,28,65.850983,(StudentSponsor.sql)
2,20,18,0,0,0,941,735,16,11,-1,
3,20,18,1,0,0,941,735,16,11,-1,
4,20,18,1,1,0,941,735,16,11,-1,
5,20,18,1,1,1,941,735,16,11,95.846924,20
2,20,19,0,0,0,974,735,15,11,-1,
3,20,19,1,0,0,974,735,15,11,-1,
4,20,19,1,1,0,974,735,15,11,-1,
5,20,19,1,1,1,974,735,15,11,93.525482,24
1,21,0,0,0,0,0,0,1008,756,-1,
2,21,1,0,0,0,892,0,116,110,-1,
3,21,1,1,0,0,892,0,116,110,-1,
4,21,1,1,1,0,892,0,116,110,-1,
5,21,1,1,1,1,892,0,116,110,95.000000, 
2,21,2,0,0,0,79,185,572,101,-1,
3,21,2,1,0,0,79,185,572,101,-1,
4,21,2,1,1,0,79,185,292,23,-1,
5,21,2,1,1,1,79,186,84,16,95.634972,CREATE
5,21,2,1,1,2,177,187,71,15,95.634972,TABLE
5,21,2,1,1,3,266,185,105,23,11.712479,Student
5,21,2,1,1,4,360,175,13,38,11.712479,(
4,21,2,1,2,0,195,211,456,23,-1,
5,21,2,1,2,1,195,213,119,15,84.460732,studentID
5,21,2,1,2,2,332,211,137,23,87.400986,VARCHAR(5)
5,21,2,1,2,3,489,213,98,15,96.476189,PRIMARY
5,21,2,1,2,4,602,213,49,18,96.839645,KEY,
4,21,2,1,3,0,196,237,301,23,-1,
5,21,2,1,3,1,196,238,118,16,92.122276,firstname
5,21,2,1,3,2,332,237,165,23,74.664581,VARCHAR(50)
5,21,2,1,3,3,489,227,11,38,91.539398,,
4,21,2,1,4,0,194,263,288,23,-1,
5,21,2,1,4,1,194,270,94,10,92.797012,surname
5,21,2,1,4,2,303,263,179,23,68.707916,VARCHAR(50));
2,21,3,0,0,0,79,342,572,102,-1,
3,21,3,1,0,0,79,342,572,102,-1,
4,21,3,1,1,0,79,342,292,23,-1,
5,21,3,1,1,1,79,343,84,16,96.320137,CREATE
5,21,3,1,1,2,177,344,71,15,93.268616,TABLE
5,21,3,1,1,3,266,342,105,23,91.969604,Sponsor(
4,21,3,1,2,0,194,369,457,23,-1,
5,21,3,1,2,1,194,371,122,20,80.147614,companylD
